sign_pattern_index,null_mean_delta_L
1127,-0.0782681950052583
1128,-0.0375606960467483
1129,-0.037639858145897
1130,-0.0375822210206342
1131,-0.0376613831197828
1132,-0.0375887920964774
1133,-0.037667954195626
1134,-0.0376103170703633
1135,-0.0376894791695119
1136,-0.0042924542826783
1137,-0.004371616381827
1138,-0.0043139792565642
1139,-0.0043931413557129
1140,-0.0043205503324074
1141,-0.004399712431556
1142,-0.0043420753062933
1143,-0.0044212374054419
1144,0.036286261553068
1145,0.0362070994539193
1146,0.0362647365791821
1147,0.0361855744800334
1148,0.0362581655033389
1149,0.0361790034041903
1150,0.036236640529453
1151,0.0361574784303044
1152,-0.0816169877085765
1153,-0.0816961498077251
1154,-0.0816385126824623
1155,-0.081717674781611
1156,-0.0816450837583055
1157,-0.0817242458574542
1158,-0.0816666087321914
1159,-0.0817457708313401
1160,-0.0410382718728301
1161,-0.0411174339719787
1162,-0.041059796846716
1163,-0.0411389589458646
1164,-0.0410663679225591
1165,-0.0411455300217078
1166,-0.041087892896445
1167,-0.0411670549955937
1168,-0.0077700301087601
1169,-0.0078491922079087
1170,-0.007791555082646
1171,-0.0078707171817946
1172,-0.0077981261584892
1173,-0.0078772882576378
1174,-0.007819651132375
1175,-0.0078988132315237
1176,0.0328086857269862
1177,0.0327295236278376
1178,0.0327871607531003
1179,0.0327079986539517
1180,0.0327805896772571
1181,0.0327014275781085
1182,0.0327590647033713
1183,0.0326799026042226
1184,-0.0820433980157817
1185,-0.0821225601149303
1186,-0.0820649229896675
1187,-0.0821440850888162
